TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency,workflowRunId,workflowStepId
2026-05-09 19:39:16,1778355556001,www.signarank.club/address/10071866959193738061,GET,,404,b2tzw-1778355556001-08fe1c46efae,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amzn-SearchBot/0.1) Chrome/119.0.6045.214 Safari/537.36",,production,main,MISS,middleware,/_middleware,www.signarank.club,www.signarank.club,dpl_7d2XBmCccscwT3rSgG3h95nEH9aq,5,iad1,274,2048,,prj_q0cRf9YyJTKZFmseEyTLAnrE22f2,,,01KR740KNPSGPQBMHRXBY93DSA,shCqVSMM4aGl,1,,
2026-05-09 19:39:16,1778355556001,www.signarank.club/address/10071866959193738061,GET,,404,b2tzw-1778355556001-08fe1c46efae,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amzn-SearchBot/0.1) Chrome/119.0.6045.214 Safari/537.36",,production,main,MISS,function,/address/[address],www.signarank.club,www.signarank.club,dpl_7d2XBmCccscwT3rSgG3h95nEH9aq,129,iad1,361,2048,,prj_q0cRf9YyJTKZFmseEyTLAnrE22f2,,,01KR740KPR4Y6NJATQZXBXVQM4,ZvhfcDZ6iY4v,1,,
2026-05-09 19:39:12,1778355552541,www.signarank.club/address/15115555627101552536/the-technologist/node-snr,GET,,200,h2xv5-1778355552489-b7072476d094,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amzn-SearchBot/0.1) Chrome/119.0.6045.214 Safari/537.36",info,production,main,MISS,function,/address/[address]/[achievementSlug]/[goalSlug],www.signarank.club,www.signarank.club,dpl_7d2XBmCccscwT3rSgG3h95nEH9aq,,,,,"prisma:query SELECT ""public"".""Address"".""id"", ""public"".""Address"".""address"", ""public"".""Address"".""score"", ""public"".""Address"".""ranking"", ""public"".""Address"".""progress"", ""public"".""Address"".""name"", ""public"".""Address"".""imageUrl"", ""public"".""Address"".""description"", ""public"".""Address"".""active"", ""public"".""Address"".""createdAt"", ""public"".""Address"".""updatedAt"" FROM ""public"".""Address"" WHERE ""public"".""Address"".""address"" = $1 LIMIT $2 OFFSET $3",prj_q0cRf9YyJTKZFmseEyTLAnrE22f2,,,,,,,
2026-05-09 19:39:12,1778355552745,www.signarank.club/address/15115555627101552536/the-technologist/node-snr,GET,,200,h2xv5-1778355552489-b7072476d094,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amzn-SearchBot/0.1) Chrome/119.0.6045.214 Safari/537.36",info,production,main,MISS,function,/address/[address]/[achievementSlug]/[goalSlug],www.signarank.club,www.signarank.club,dpl_7d2XBmCccscwT3rSgG3h95nEH9aq,,,,,prisma:query BEGIN,prj_q0cRf9YyJTKZFmseEyTLAnrE22f2,,,,,,,
2026-05-09 19:39:12,1778355552749,www.signarank.club/address/15115555627101552536/the-technologist/node-snr,GET,,200,h2xv5-1778355552489-b7072476d094,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amzn-SearchBot/0.1) Chrome/119.0.6045.214 Safari/537.36",info,production,main,MISS,function,/address/[address]/[achievementSlug]/[goalSlug],www.signarank.club,www.signarank.club,dpl_7d2XBmCccscwT3rSgG3h95nEH9aq,,,,,"prisma:query INSERT INTO ""public"".""Address"" (""address"",""score"",""ranking"",""progress"",""name"",""imageUrl"",""description"",""active"",""createdAt"",""updatedAt"") VALUES ($1,$2,$3,$4,$5,$6,$7,$8,$9,$10) ON CONFLICT (""address"") DO UPDATE SET ""address"" = $11, ""score"" = $12, ""name"" = $13, ""imageUrl"" = $14, ""description"" = $15, ""progress"" = $16, ""updatedAt"" = $17 WHERE (""public"".""Address"".""address"" = $18 AND 1=1) RETURNING ""public"".""Address"".""id"", ""public"".""Address"".""address"", ""public"".""Address"".""score"", ""public"".""Address"".""ranking"", ""public"".""Address"".""progress"", ""public"".""Address"".""name"", ""public"".""Address"".""imageUrl"", ""public"".""Address"".""description"", ""public"".""Address"".""active"", ""public"".""Address"".""createdAt"", ""public"".""Address"".""updatedAt""",prj_q0cRf9YyJTKZFmseEyTLAnrE22f2,,,,,,,
2026-05-09 19:39:12,1778355552777,www.signarank.club/address/15115555627101552536/the-technologist/node-snr,GET,,200,h2xv5-1778355552489-b7072476d094,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amzn-SearchBot/0.1) Chrome/119.0.6045.214 Safari/537.36",info,production,main,MISS,function,/address/[address]/[achievementSlug]/[goalSlug],www.signarank.club,www.signarank.club,dpl_7d2XBmCccscwT3rSgG3h95nEH9aq,,,,,"prisma:query                     SELECT COUNT(*) + 1 as ranking                    FROM ""Address""                    WHERE score > $1",prj_q0cRf9YyJTKZFmseEyTLAnrE22f2,,,,,,,
2026-05-09 19:39:12,1778355552780,www.signarank.club/address/15115555627101552536/the-technologist/node-snr,GET,,200,h2xv5-1778355552489-b7072476d094,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amzn-SearchBot/0.1) Chrome/119.0.6045.214 Safari/537.36",info,production,main,MISS,function,/address/[address]/[achievementSlug]/[goalSlug],www.signarank.club,www.signarank.club,dpl_7d2XBmCccscwT3rSgG3h95nEH9aq,,,,,"prisma:query UPDATE ""public"".""Address"" SET ""ranking"" = $1, ""updatedAt"" = $2 WHERE (""public"".""Address"".""address"" = $3 AND 1=1) RETURNING ""public"".""Address"".""id"", ""public"".""Address"".""address"", ""public"".""Address"".""score"", ""public"".""Address"".""ranking"", ""public"".""Address"".""progress"", ""public"".""Address"".""name"", ""public"".""Address"".""imageUrl"", ""public"".""Address"".""description"", ""public"".""Address"".""active"", ""public"".""Address"".""createdAt"", ""public"".""Address"".""updatedAt""",prj_q0cRf9YyJTKZFmseEyTLAnrE22f2,,,,,,,
2026-05-09 19:39:12,1778355552789,www.signarank.club/address/15115555627101552536/the-technologist/node-snr,GET,,200,h2xv5-1778355552489-b7072476d094,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amzn-SearchBot/0.1) Chrome/119.0.6045.214 Safari/537.36",info,production,main,MISS,function,/address/[address]/[achievementSlug]/[goalSlug],www.signarank.club,www.signarank.club,dpl_7d2XBmCccscwT3rSgG3h95nEH9aq,,,,,prisma:query COMMIT,prj_q0cRf9YyJTKZFmseEyTLAnrE22f2,,,,,,,
2026-05-09 19:39:13,1778355553018,www.signarank.club/address/15115555627101552536/the-technologist/node-snr,GET,,200,h2xv5-1778355552489-b7072476d094,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amzn-SearchBot/0.1) Chrome/119.0.6045.214 Safari/537.36",info,production,main,MISS,function,/address/[address]/[achievementSlug]/[goalSlug],www.signarank.club,www.signarank.club,dpl_7d2XBmCccscwT3rSgG3h95nEH9aq,,,,,prisma:query BEGIN,prj_q0cRf9YyJTKZFmseEyTLAnrE22f2,,,,,,,
2026-05-09 19:39:13,1778355553021,www.signarank.club/address/15115555627101552536/the-technologist/node-snr,GET,,200,h2xv5-1778355552489-b7072476d094,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amzn-SearchBot/0.1) Chrome/119.0.6045.214 Safari/537.36",info,production,main,MISS,function,/address/[address]/[achievementSlug]/[goalSlug],www.signarank.club,www.signarank.club,dpl_7d2XBmCccscwT3rSgG3h95nEH9aq,,,,,"prisma:query INSERT INTO ""public"".""Address"" (""address"",""score"",""ranking"",""progress"",""name"",""imageUrl"",""description"",""active"",""createdAt"",""updatedAt"") VALUES ($1,$2,$3,$4,$5,$6,$7,$8,$9,$10) ON CONFLICT (""address"") DO UPDATE SET ""address"" = $11, ""score"" = $12, ""name"" = $13, ""imageUrl"" = $14, ""description"" = $15, ""progress"" = $16, ""updatedAt"" = $17 WHERE (""public"".""Address"".""address"" = $18 AND 1=1) RETURNING ""public"".""Address"".""id"", ""public"".""Address"".""address"", ""public"".""Address"".""score"", ""public"".""Address"".""ranking"", ""public"".""Address"".""progress"", ""public"".""Address"".""name"", ""public"".""Address"".""imageUrl"", ""public"".""Address"".""description"", ""public"".""Address"".""active"", ""public"".""Address"".""createdAt"", ""public"".""Address"".""updatedAt""",prj_q0cRf9YyJTKZFmseEyTLAnrE22f2,,,,,,,
2026-05-09 19:39:13,1778355553048,www.signarank.club/address/15115555627101552536/the-technologist/node-snr,GET,,200,h2xv5-1778355552489-b7072476d094,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amzn-SearchBot/0.1) Chrome/119.0.6045.214 Safari/537.36",info,production,main,MISS,function,/address/[address]/[achievementSlug]/[goalSlug],www.signarank.club,www.signarank.club,dpl_7d2XBmCccscwT3rSgG3h95nEH9aq,,,,,"prisma:query                     SELECT COUNT(*) + 1 as ranking                    FROM ""Address""                    WHERE score > $1",prj_q0cRf9YyJTKZFmseEyTLAnrE22f2,,,,,,,
2026-05-09 19:39:13,1778355553051,www.signarank.club/address/15115555627101552536/the-technologist/node-snr,GET,,200,h2xv5-1778355552489-b7072476d094,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amzn-SearchBot/0.1) Chrome/119.0.6045.214 Safari/537.36",info,production,main,MISS,function,/address/[address]/[achievementSlug]/[goalSlug],www.signarank.club,www.signarank.club,dpl_7d2XBmCccscwT3rSgG3h95nEH9aq,,,,,"prisma:query UPDATE ""public"".""Address"" SET ""ranking"" = $1, ""updatedAt"" = $2 WHERE (""public"".""Address"".""address"" = $3 AND 1=1) RETURNING ""public"".""Address"".""id"", ""public"".""Address"".""address"", ""public"".""Address"".""score"", ""public"".""Address"".""ranking"", ""public"".""Address"".""progress"", ""public"".""Address"".""name"", ""public"".""Address"".""imageUrl"", ""public"".""Address"".""description"", ""public"".""Address"".""active"", ""public"".""Address"".""createdAt"", ""public"".""Address"".""updatedAt""",prj_q0cRf9YyJTKZFmseEyTLAnrE22f2,,,,,,,
2026-05-09 19:39:13,1778355553055,www.signarank.club/address/15115555627101552536/the-technologist/node-snr,GET,,200,h2xv5-1778355552489-b7072476d094,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amzn-SearchBot/0.1) Chrome/119.0.6045.214 Safari/537.36",info,production,main,MISS,function,/address/[address]/[achievementSlug]/[goalSlug],www.signarank.club,www.signarank.club,dpl_7d2XBmCccscwT3rSgG3h95nEH9aq,,,,,prisma:query COMMIT,prj_q0cRf9YyJTKZFmseEyTLAnrE22f2,,,,,,,
